Date,Roc_0,Buy,Sell,Close
2023-12-04,2.3105361095304677,,,11.069999694824219
2023-12-05,0.36036000430957676,,,11.140000343322754
2023-12-06,-0.4366828957883826,,,11.399999618530273
2023-12-07,0.8912604760738675,,,11.319999694824219
2023-12-08,-2.982449213076448,,,11.0600004196167
2023-12-11,-4.31406379134824,11.09000015258789,,11.09000015258789
2023-12-12,0.17683026832313117,,,11.329999923706055
2023-12-13,3.086414665660627,,,11.6899995803833
2023-12-14,4.097639951286949,,,11.9399995803833
2023-12-15,4.968384877119879,,,11.619999885559082
2023-12-18,4.8473962765782135,,,11.680000305175781
2023-12-19,5.263161417079773,,,12.0
2023-12-20,10.424031245471731,,12.5,12.5
2023-12-21,12.929469233700297,,12.489999771118164,12.489999771118164
2023-12-22,11.000903969727334,,12.3100004196167,12.3100004196167
2023-12-26,8.296562580647768,,12.270000457763672,12.270000457763672
2023-12-27,5.988030693466466,,,12.390000343322754
2023-12-28,4.271358850964581,,,12.449999809265137
2024-01-02,3.3562852595844883,,,12.010000228881836
2024-01-03,2.7397233430072485,,,12.0
2024-01-04,-1.9166628519694011,,,11.770000457763672
2024-01-05,-6.720001220703126,11.65999984741211,,11.65999984741211
2024-01-08,-4.3234585408217665,11.949999809265137,,11.949999809265137
2024-01-09,-6.336317303470855,11.529999732971191,,11.529999732971191
2024-01-10,-6.519968711400286,11.470000267028809,,11.470000267028809
2024-01-11,-5.8111400086992955,11.670000076293945,,11.670000076293945
2024-01-12,-1.606424195414841,,,12.25
2024-01-15,1.0824322394956467,,,12.140000343322754
2024-01-16,0.0,,,12.0
2024-01-17,1.5293062404490778,,,11.949999809265137
2024-01-18,-0.6861057011403852,,,11.579999923706055
2024-01-19,-1.0041831587816687,,,11.829999923706055
2024-01-22,-1.908060003899064,,,11.3100004196167
2024-01-23,-1.8308634111424578,,,11.260000228881836
2024-01-24,-6.598118703767838,10.899999618530273,,10.899999618530273
2024-01-25,-10.367350675621811,10.979999542236328,,10.979999542236328
2024-01-26,-11.779244355312645,10.710000038146973,,10.710000038146973
2024-01-29,-13.58333428700765,10.369999885559082,,10.369999885559082
2024-01-30,-11.046022727136695,10.630000114440918,,10.630000114440918
2024-01-31,-10.103627668414521,10.40999984741211,,10.40999984741211
2024-02-01,-9.044798831148373,10.760000228881836,,10.760000228881836
2024-02-02,-3.5366981199293894,,,10.90999984741211
2024-02-05,-1.865009181867721,,,11.050000190734863
2024-02-06,4.495419650836197,,,11.390000343322754
2024-02-07,8.287803634107286,,11.890000343322754,11.890000343322754
2024-02-08,8.963585758427975,,11.670000076293945,11.670000076293945
2024-02-09,13.500487826949586,,11.770000457763672,11.770000457763672
2024-02-14,8.560675800707369,,11.539999961853027,11.539999961853027
2024-02-15,8.069165849187902,,11.25,11.25
2024-02-16,3.4386605733142437,,,11.130000114440918
2024-02-19,-0.6416104106621314,,,10.84000015258789
2024-02-20,9.0497735994473,,12.050000190734863,12.050000190734863
2024-02-21,10.09657229031118,,12.539999961853027,12.539999961853027
2024-02-22,7.9057994385272705,,,12.829999923706055
2024-02-23,5.48415029253367,,,12.3100004196167
2024-02-26,4.927781658015807,,,12.350000381469727
2024-02-27,10.051991778567071,,12.699999809265137,12.699999809265137
2024-02-28,8.622224595811632,,12.220000267028809,12.220000267028809
2024-02-29,8.625337181276349,,12.09000015258789,12.09000015258789
2024-03-01,7.749078789333347,,,11.680000305175781
2024-03-04,-5.643155970226684,11.369999885559082,,11.369999885559082
2024-03-05,-9.33014417745704,11.369999885559082,,11.369999885559082
2024-03-06,-7.638344100264398,11.850000381469727,,11.850000381469727
2024-03-07,-4.38667703855238,11.770000457763672,,11.770000457763672
2024-03-08,-4.2915034030341825,11.819999694824219,,11.819999694824219
2024-03-11,-7.874015866287349,11.699999809265137,,11.699999809265137
2024-03-12,-1.80032947808028,,,12.0
2024-03-13,0.5789883700641241,,,12.15999984741211
2024-03-14,7.534247358289553,,,12.5600004196167
2024-03-15,9.05892474352074,,12.399999618530273,12.399999618530273
2024-03-18,11.16974908132309,,12.640000343322754,12.640000343322754
2024-03-19,8.185647950453362,,12.819999694824219,12.819999694824219
2024-03-20,14.103651511051115,,13.430000305175781,13.430000305175781
2024-03-21,13.790187449452032,,13.449999809265137,13.449999809265137
2024-03-22,15.470089308748317,,13.510000228881836,13.510000228881836
2024-03-25,11.999996503194172,,13.4399995803833,13.4399995803833
2024-03-26,11.184215685997707,,13.520000457763672,13.520000457763672
2024-03-27,10.668783074407475,,13.899999618530273,13.899999618530273
2024-03-28,9.919359143145135,,13.630000114440918,13.630000114440918
2024-04-01,6.249999528444279,,,13.430000305175781
2024-04-02,2.5741024302776276,,,13.149999618530273
2024-04-03,0.22337849806027052,,,13.460000038146973
2024-04-04,1.6356897408820756,,,13.670000076293945
2024-04-05,-0.8142161990227202,,,13.399999618530273
2024-04-08,1.711313267050601,,,13.670000076293945
2024-04-09,-0.29586474980016575,,,13.479999542236328
2024-04-10,-6.978412517805924,12.930000305175781,,12.930000305175781
2024-04-11,-7.556857845363566,12.600000381469727,,12.600000381469727
2024-04-12,-10.126586593057876,12.069999694824219,,12.069999694824219
2024-04-15,-8.441062272831507,12.039999961853027,,12.039999961853027
2024-04-16,-14.487368527033018,11.510000228881836,,11.510000228881836
2024-04-17,-17.92245644178045,11.220000267028809,,11.220000267028809
2024-04-18,-15.89551657763571,11.270000457763672,,11.270000457763672
2024-04-19,-16.97146804591087,11.350000381469727,,11.350000381469727
2024-04-22,-16.691395225572283,11.229999542236328,,11.229999542236328
2024-04-23,-12.142309446582733,11.359999656677246,,11.359999656677246
2024-04-24,-11.111115316024195,11.199999809265137,,11.199999809265137
2024-04-25,-7.290804777884742,11.1899995803833,,11.1899995803833
2024-04-26,-4.069765553742993,11.550000190734863,,11.550000190734863
2024-04-29,0.9556877019100829,,,11.619999885559082
2024-04-30,-0.4456344879223781,,,11.170000076293945
2024-05-02,-1.0647811389460267,,,11.149999618530273
2024-05-03,-0.08810774049102714,,,11.34000015258789
2024-05-06,-0.0890407445691515,,,11.220000267028809
2024-05-07,2.5528166427590473,,,11.649999618530273
2024-05-08,6.2499984034469875,,,11.899999618530273
2024-05-09,3.0384286446617037,,,11.529999732971191
2024-05-10,-3.6363642368669344,,,11.130000114440918
2024-05-13,-5.851982029886774,10.9399995803833,,10.9399995803833
2024-05-14,-3.7600722777550386,,,10.75
2024-05-15,-4.663672841971798,10.630000114440918,,10.630000114440918
2024-05-16,-5.643741928669199,10.699999809265137,,10.699999809265137
2024-05-17,-4.812833770065728,10.680000305175781,,10.680000305175781
2024-05-20,-7.639479989620093,10.760000228881836,,10.760000228881836
2024-05-21,-9.663862650378016,10.75,,10.75
2024-05-22,-5.637464298212725,10.880000114440918,,10.880000114440918
2024-05-23,-6.648695089931145,10.390000343322754,,10.390000343322754
2024-05-24,-6.307126205201604,10.25,,10.25
2024-05-27,-3.9069774538971656,,,10.329999923706055
2024-05-28,-3.762940431780304,,,10.229999542236328
2024-05-29,-6.822425749991333,9.970000267028809,,9.970000267028809
2024-05-31,-7.116106808662935,9.920000076293945,,9.920000076293945
2024-06-03,-7.3420069242426305,9.970000267028809,,9.970000267028809
2024-06-04,-8.744182143100472,9.8100004196167,,9.8100004196167
2024-06-05,-9.926469782592937,9.800000190734863,,9.800000190734863
2024-06-06,-5.197304562170339,9.850000381469727,,9.850000381469727
2024-06-07,-5.07317519769436,9.729999542236328,,9.729999542236328
2024-06-10,-8.422070590364104,9.460000038146973,,9.460000038146973
2024-06-11,-5.865097308345015,9.630000114440918,,9.630000114440918
2024-06-12,-5.7171578057379815,9.399999618530273,,9.399999618530273
2024-06-13,-5.141131299994598,9.40999984741211,,9.40999984741211
2024-06-14,-4.513538587890556,9.520000457763672,,9.520000457763672
2024-06-17,-6.727836624416919,9.149999618530273,,9.149999618530273
2024-06-18,-7.040821639064446,9.109999656677246,,9.109999656677246
2024-06-19,-8.324879357783153,9.029999732971191,,9.029999732971191
2024-06-20,-8.324763659302432,8.920000076293945,,8.920000076293945
2024-06-21,-5.813955481152382,8.90999984741211,,8.90999984741211
2024-06-24,-6.542057185401118,9.0,,9.0
2024-06-25,-4.787232207733812,8.949999809265137,,8.949999809265137
2024-06-26,-6.58873427856209,8.789999961853027,,8.789999961853027
2024-06-27,-3.7815188344657877,,,9.15999984741211
2024-06-28,-1.4207559146049755,,,9.020000457763672
2024-07-01,-0.8781550682871663,,,9.029999732971191
2024-07-02,0.22148901832902945,,,9.050000190734863
2024-07-03,7.959641615182153,,,9.630000114440918
2024-07-04,13.580247574284915,,10.119999885559082,10.119999885559082
2024-07-05,12.666670481363932,,10.140000343322754,10.140000343322754
2024-07-08,15.642464827265071,,10.350000381469727,10.350000381469727
2024-07-09,17.633676876695986,,10.34000015258789,10.34000015258789
2024-07-10,13.537115630722308,,10.399999618530273,10.399999618530273
2024-07-11,18.95786028481662,,10.729999542236328,10.729999542236328
2024-07-12,18.161687617050852,,10.670000076293945,10.670000076293945
2024-07-15,20.44198219674501,,10.899999618530273,10.899999618530273
2024-07-16,14.018685480293849,,10.979999542236328,10.979999542236328
2024-07-17,6.12648115188027,,,10.739999771118164
2024-07-18,0.9861876174517127,,,10.239999771118164
2024-07-19,-0.9661872249663266,,,10.25
2024-07-22,3.4816213865059327,,,10.699999809265137
2024-07-23,-0.5769179629149057,,,10.34000015258789
2024-07-24,-10.624412285956545,9.59000015258789,,9.59000015258789
2024-07-25,-12.746013560944794,9.3100004196167,,9.3100004196167
2024-07-26,-15.871555988821187,9.170000076293945,,9.170000076293945
2024-07-29,-18.488158630266533,8.949999809265137,,8.949999809265137
2024-07-30,-15.642452395756024,9.0600004196167,,9.0600004196167
2024-07-31,-9.5703082435647,9.260000228881836,,9.260000228881836
2024-08-01,-8.878047291825457,9.34000015258789,,9.34000015258789
2024-08-02,-10.560748921345308,9.569999694824219,,9.569999694824219
