Date,Buy,Sell,macd_0,Close
2023-10-02,,,,8.760000228881836
2023-10-03,,,,8.5
2023-10-04,,,,8.829999923706055
2023-10-05,,,,8.699999809265137
2023-10-06,,,,8.979999542236328
2023-10-09,,,,9.220000267028809
2023-10-10,,,,9.479999542236328
2023-10-11,,,,9.789999961853027
2023-10-13,,,,9.869999885559082
2023-10-16,,,,9.979999542236328
2023-10-17,,,,9.5600004196167
2023-10-18,,,,9.029999732971191
2023-10-19,,,,8.850000381469727
2023-10-20,,,,8.949999809265137
2023-10-23,,,,9.119999885559082
2023-10-24,,,,8.8100004196167
2023-10-25,,,,8.619999885559082
2023-10-26,,,,9.220000267028809
2023-10-27,,,,8.859999656677246
2023-10-30,,,,8.699999809265137
2023-10-31,,,,8.970000267028809
2023-11-01,,,,9.670000076293945
2023-11-03,,,,10.149999618530273
2023-11-06,,,,10.329999923706055
2023-11-07,,,,10.75
2023-11-08,,,0.37733681643753947,10.9399995803833
2023-11-09,,,0.39916896638678345,10.449999809265137
2023-11-10,,,0.4189044924350913,10.539999961853027
2023-11-13,,,0.43597471909410324,10.619999885559082
2023-11-14,,,0.4770869959670154,11.029999732971191
2023-11-16,,,0.5094446777736845,11.100000381469727
2023-11-17,,,0.49468848187857795,10.670000076293945
2023-11-20,,,0.4766921451054742,10.65999984741211
2023-11-21,,10.819999694824219,0.4699235825257393,10.819999694824219
2023-11-22,,11.100000381469727,0.4816015602651813,11.100000381469727
2023-11-23,,11.449999809265137,0.5131828184291631,11.449999809265137
2023-11-24,,11.220000267028809,0.5137301903344635,11.220000267028809
2023-11-27,,11.399999618530273,0.5226634904901939,11.399999618530273
2023-11-28,,11.59000015258789,0.538862973494405,11.59000015258789
2023-11-29,,11.3100004196167,0.5230778265114626,11.3100004196167
2023-11-30,,11.34000015258789,0.5071426863315125,11.34000015258789
2023-12-01,11.470000267028809,,0.49924886556095416,11.470000267028809
2023-12-04,11.069999694824219,,0.4554659248319606,11.069999694824219
2023-12-05,11.140000343322754,,0.42155665348768423,11.140000343322754
2023-12-06,11.399999618530273,,0.4109261790494614,11.399999618530273
2023-12-07,11.319999694824219,,0.3915327800452477,11.319999694824219
2023-12-08,11.0600004196167,,0.35113592662031934,11.0600004196167
